customer_id,customer_name,region,total_sales,region_rank
MA-17560,"Matt Abelman",Central,1291.153,111
TB-21280,"Toby Braunhardt",Central,1287.45,112
EM-14140,"Eugene Moren",Central,1282.61,113
NG-18430,"Nathan Gelder",Central,1278.9440000000002,114
FH-14275,"Frank Hawley",Central,1262.16,115
AS-10090,"Adam Shillingsburg",Central,1252.316,116
MM-18055,"Michelle Moray",Central,1241.413,117
RK-19300,"Ralph Kennedy",Central,1238.3300000000002,118
PK-19075,"Pete Kriz",Central,1234.04,119
JL-15835,"John Lee",Central,1233.6100000000001,120
KH-16360,"Katherine Hughes",Central,1232.7800000000002,121
SV-20815,"Stuart Van",Central,1228.4020000000003,122
KT-16480,"Kean Thornton",Central,1225.5564000000002,123
VW-21775,"Victoria Wilson",Central,1222.47,124
PO-18850,"Patrick O'Brill",Central,1220.1801999999998,125
GM-14455,"Gary Mitchum",Central,1199.408,126
GT-14710,"Greg Tran",Central,1196.8519999999999,127
MP-17470,"Mark Packer",Central,1194.866,128
SV-20365,"Seth Vernon",Central,1190.53,129
MC-17605,"Matt Connell",Central,1181.0059999999999,130
LS-16975,"Lindsay Shagiari",Central,1170.75,131
DK-12835,"Damala Kotsonis",Central,1162.7720000000002,132
DK-13375,"Dennis Kane",Central,1138.7920000000001,133
JK-15730,"Joe Kamberova",Central,1138.0240000000001,134
AH-10690,"Anna HÃ¤berlin",Central,1135.394,135
LC-16885,"Lena Creighton",Central,1126.948,136
YC-21895,"Yoseph Carroll",Central,1122.184,137
FM-14380,"Fred McMath",Central,1115.528,138
MC-18100,"Mick Crebagga",Central,1111.11,139
IM-15070,"Irene Maddox",Central,1099.96,140
RW-19690,"Robert Waldorf",Central,1092.1,141
NM-18445,"Nathan Mautz",Central,1075.03,142
CC-12220,"Chris Cortes",Central,1074.156,143
FP-14320,"Frank Preis",Central,1061.328,144
CD-12790,"Cynthia Delaney",Central,1058.27,145
HR-14770,"Hallie Redmond",Central,1046.1,146
PV-18985,"Paul Van Hugh",Central,1044.4859999999999,147
NP-18670,"Nora Paige",Central,1043.45,148
TB-21400,"Tom Boeckenhauer",Central,1040.19,149
NZ-18565,"Nick Zandusky",Central,1037.336,150
DL-12925,"Daniel Lacy",Central,1034.05,151
MD-17860,"Michael Dominguez",Central,1023.904,152
KD-16495,"Keith Dawkins",Central,1007.354,153
DS-13180,"David Smith",Central,1005.4428000000001,154
BF-11020,"Barry FranzÃ¶sisch",Central,1003.8499999999999,155
KL-16555,"Kelly Lampkin",Central,1003.486,156
BT-11680,"Brian Thompson",Central,1002.2900000000001,157
NP-18685,"Nora Pelletier",Central,999.98,158
SH-19975,"Sally Hughsby",Central,993.886,159
VD-21670,"Valerie Dominguez",Central,971.88,160
XP-21865,"Xylona Preis",Central,970.6700000000001,161
NC-18625,"Noah Childs",Central,965.852,162
SC-20680,"Steve Carroll",Central,952.3000000000001,163
JM-15250,"Janet Martin",Central,941.1540000000001,164
MD-17350,"Maribeth Dona",Central,933.408,165
AG-10495,"Andrew Gjertsen",Central,915.4590000000001,166
SC-20230,"Scot Coram",Central,911.256,167
BS-11755,"Bruce Stewart",Central,900.59,168
RD-19900,"Ruben Dartt",Central,898.5600000000001,169
MJ-17740,"Max Jones",Central,895.92,170
BM-11785,"Bryan Mills",Central,895.888,171
MG-18145,"Mike Gockenbach",Central,890.841,172
JK-16120,"Julie Kriz",Central,889.536,173
SJ-20215,"Sarah Jordon",Central,884.2359999999999,174
SM-20950,"Suzanne McNair",Central,880.036,175
BG-11695,"Brooke Gillingham",Central,878.778,176
TA-21385,"Tom Ashbrook",Central,872.122,177
PP-18955,"Paul Prost",Central,865,178
DM-13015,"Darrin Martin",Central,858.916,179
CA-11965,"Carol Adams",Central,850.4608,180
PF-19120,"Peter Fuller",Central,847.2,181
NF-18385,"Natalie Fritzler",Central,842.394,182
MK-17905,"Michael Kennedy",Central,841.248,183
SG-20080,"Sandra Glassco",Central,839.43,184
BH-11710,"Brosina Hoffman",Central,830.038,185
MM-17920,"Michael Moore",Central,823.748,186
CA-12775,"Cynthia Arntzen",Central,822.48,187
CM-12190,"Charlotte Melton",Central,822.052,188
BD-11500,"Bradley Drucker",Central,810.228,189
MG-17875,"Michael Grace",Central,807.789,190
ME-17725,"Max Engle",Central,798.4012,191
NS-18505,"Neola Schneider",Central,791.5440000000001,192
NH-18610,"Nicole Hansen",Central,785.026,193
TB-21595,"Troy Blackwell",Central,782.52,194
KD-16345,"Katherine Ducich",Central,775.01,195
SC-20770,"Stewart Carmichael",Central,769.0899999999999,196
JG-15160,"James Galang",Central,769.024,197
DB-13120,"David Bremer",Central,760.98,198
BF-11215,"Benjamin Farhat",Central,748.556,199
CT-11995,"Carol Triggs",Central,746.35,200
MC-17425,"Mark Cousins",Central,729.528,201
CY-12745,"Craig Yedwab",Central,729.072,202
CK-12760,"Cyma Kinney",Central,719.095,203
DR-12880,"Dan Reichenbach",Central,713.956,204
EH-14125,"Eugene Hildebrand",Central,703.68,205
CR-12820,"Cyra Reiten",Central,702.8424,206
VS-21820,"Vivek Sundaresam",Central,697.4649999999998,207
KM-16720,"Kunst Miller",Central,697.074,208
RD-19810,"Ross DeVincentis",Central,680.5359999999998,209
GA-14515,"George Ashbrook",Central,679.392,210
MS-17365,"Maribeth Schnelling",Central,678.3999999999999,211
SS-20410,"Shahid Shariari",Central,677.433,212
SC-20305,"Sean Christensen",Central,668.5160000000001,213
DV-13465,"Dianna Vittorini",Central,663.75,214
PA-19060,"Pete Armstrong",Central,658.528,215
JR-16210,"Justin Ritter",Central,656.22,216
VF-21715,"Vicky Freymann",Central,651.588,217
JF-15565,"Jill Fjeld",Central,651.152,218
SC-20575,"Sonia Cooley",Central,650.1360000000001,219
PS-18760,"Pamela Stobb",Central,646.7,220
DK-12985,"Darren Koutras",Central,646.2,221
KF-16285,"Karen Ferguson",Central,639.83,222
NR-18550,"Nick Radford",Central,635.6790000000001,223
VP-21760,"Victoria Pisteka",Central,634.124,224
LT-17110,"Liz Thompson",Central,634.113,225
TT-21220,"Thomas Thornton",Central,629.596,226
LH-17155,"Logan Haushalter",Central,625.0889999999999,227
KH-16330,"Katharine Harms",Central,622.3700000000001,228
DR-12940,"Daniel Raglin",Central,621.5920000000001,229
SE-20110,"Sanjit Engle",Central,621.558,230
PF-19165,"Philip Fox",Central,617.7,231
PB-19105,"Peter BÃ¼hler",Central,616.6479999999999,232
NS-18640,"Noel Staavos",Central,614.4879999999999,233
JS-15880,"John Stevenson",Central,611.9,234
RE-19450,"Richard Eichhorn",Central,611.0519999999999,235
SP-20620,"Stefania Perrino",Central,609.614,236
RR-19315,"Ralph Ritter",Central,608.552,237
TH-21235,"Tiffany House",Central,600.825,238
AD-10180,"Alan Dominguez",Central,600.558,239
MN-17935,"Michael Nguyen",Central,595.376,240
SC-20380,"Shahid Collister",Central,589.818,241
CC-12475,"Cindy Chapman",Central,587.9780000000001,242
EB-13930,"Eric Barreto",Central,583.1640000000001,243
BD-11620,"Brian DeCherney",Central,582.0699999999999,244
TP-21415,"Tom Prescott",Central,577.2808,245
JG-15310,"Jason Gross",Central,577.192,246
AB-10015,"Aaron Bergman",Central,576.564,247
VB-21745,"Victoria Brennan",Central,574.476,248
PN-18775,"Parhena Norris",Central,563.94,249
DC-12850,"Dan Campbell",Central,563.072,250
MS-17710,"Maurice Satty",Central,561.972,251
TH-21550,"Tracy Hopkins",Central,559.8399999999999,252
AG-10525,"Andy Gerbode",Central,559.71,253
SW-20350,"Sean Wendt",Central,552.2299999999999,254
JM-15265,"Janet Molinari",Central,550.8359999999999,255
PO-18865,"Patrick O'Donnell",Central,550.8199999999999,256
LR-17035,"Lisa Ryan",Central,547.997,257
CC-12685,"Craig Carroll",Central,546.792,258
Co-12640,Corey-Lock,Central,538.3879999999999,259
ML-17410,"Maris LaWare",Central,534.3100000000001,260
NB-18655,"Nona Balk",Central,528.768,261
SM-20320,"Sean Miller",Central,526.45,262
DB-13405,"Denny Blanton",Central,526.45,263
ML-17755,"Max Ludwig",Central,521.472,264
DP-13000,"Darren Powers",Central,517.1899999999999,265
DB-13060,"Dave Brooks",Central,514.8,266
GW-14605,"Giulietta Weimer",Central,513.861,267
GZ-14470,"Gary Zandusky",Central,513.15,268
BP-11290,"Beth Paige",Central,510.286,269
NG-18355,"Nat Gilpin",Central,508.61999999999995,270
DL-13330,"Denise Leinenbach",Central,508.11,271
MW-18220,"Mitch Webber",Central,503.13,272
MT-18070,"Michelle Tran",Central,495.72479999999996,273
HL-15040,"Hunter Lopez",Central,491.348,274
GK-14620,"Grace Kelly",Central,489.844,275
JD-16060,"Julia Dunbar",Central,483.48199999999997,276
RD-19585,"Rob Dowd",Central,481.36799999999994,277
JA-15970,"Joseph Airdo",Central,477.49999999999994,278
DN-13690,"Duane Noonan",Central,477.3,279
RW-19630,"Rob Williams",Central,476.548,280
DP-13390,"Dennis Pardue",Central,470.41200000000003,281
JC-15775,"John Castell",Central,470.376,282
DB-13270,"Deborah Brumfield",Central,468.255,283
RP-19270,"Rachel Payne",Central,467.6532,284
LC-16870,"Lena Cacioppo",Central,449.45799999999997,285
CM-12655,"Corinna Mitchell",Central,449.0496,286
DW-13195,"David Wiener",Central,448.418,287
DM-13345,"Denise Monton",Central,445.4,288
CR-12730,"Craig Reiter",Central,444.492,289
CK-12205,"Chloris Kastensmidt",Central,441.256,290
JE-15610,"Jim Epp",Central,438.01,291
DB-13210,"Dean Braden",Central,435.83199999999994,292
DK-13150,"David Kendrick",Central,433.56,293
PW-19240,"Pierre Wener",Central,408.422,294
PG-18820,"Patrick Gardner",Central,401.124,295
SC-20050,"Sample Company A",Central,400.98,296
AT-10735,"Annie Thurman",Central,399.904,297
RB-19570,"Rob Beeghly",Central,398.47400000000005,298
LS-16945,"Linda Southworth",Central,396.394,299
HA-14920,"Helen Andreada",Central,393.414,300
AM-10705,"Anne McFarland",Central,383.84,301
SG-20605,"Speros Goranitis",Central,378.06,302
CA-12310,"Christine Abelman",Central,376.64,303
JH-15985,"Joseph Holt",Central,376.09999999999997,304
BB-10990,"Barry Blumstein",Central,374.076,305
RR-19525,"Rick Reed",Central,373.94,306
AS-10630,"Ann Steele",Central,372.44599999999997,307
MM-18280,"Muhammed MacIntyre",Central,361.856,308
MC-17845,"Michael Chen",Central,358.548,309
AG-10330,"Alex Grayson",Central,356.95,310
VG-21805,"Vivek Grady",Central,354.016,311
EB-14170,"Evan Bailliet",Central,352.67199999999997,312
HG-14845,"Harry Greene",Central,348.92800000000005,313
CA-12055,"Cathy Armstrong",Central,348.55600000000004,314
PM-18940,"Paul MacIntyre",Central,348.54200000000003,315
AR-10825,"Anthony Rawles",Central,347.802,316
RD-19930,"Russell D'Ascenzo",Central,346.98199999999997,317
AF-10870,"Art Ferguson",Central,345.656,318
JM-15865,"John Murray",Central,345.324,319
JB-16000,"Joy Bell-",Central,345.2128,320
EB-13750,"Edward Becker",Central,341.96,321
BV-11245,"Benjamin Venier",Central,340.21999999999997,322
BC-11125,"Becky Castell",Central,340.116,323
MO-17800,"Meg O'Connel",Central,339.863,324
CA-12265,"Christina Anderson",Central,339.1612,325
GA-14725,"Guy Armstrong",Central,338.65199999999993,326
LS-17245,"Lynn Smith",Central,337.828,327
RB-19330,"Randy Bradley",Central,337.81800000000004,328
SP-20650,"Stephanie Phelps",Central,333.766,329
QJ-19255,"Quincy Jones",Central,332.59799999999996,330
ZD-21925,"Zuschuss Donatelli",Central,331.08,331
RC-19825,"Roy Collins",Central,328.224,332
BF-11005,"Barry Franz",Central,327.42,333
TM-21490,"Tony Molinari",Central,325.86,334
JB-15400,"Jennifer Braxton",Central,323.04,335
RA-19945,"Ryan Akin",Central,321.39,336
MB-17305,"Maria Bertelson",Central,321.202,337
DM-12955,"Dario Medina",Central,321.026,338
SR-20740,"Steven Roelle",Central,318.872,339
KE-16420,"Katrina Edelman",Central,315.7592,340
MB-18085,"Mick Brown",Central,315.64599999999996,341
LH-16900,"Lena Hernandez",Central,315.286,342
BK-11260,"Berenike Kampe",Central,314.55,343
BF-10975,"Barbara Fisher",Central,314.55,344
MF-18250,"Monica Federle",Central,304.22400000000005,345
JH-15910,"Jonathan Howell",Central,302.293,346
CH-12070,"Cathy Hwang",Central,299.9,347
FG-14260,"Frank Gastineau",Central,298.464,348
EM-14200,"Evan Minnotte",Central,298.116,349
EH-13945,"Eric Hoffmann",Central,296.668,350
CD-11980,"Carol Darley",Central,296.022,351
JH-15820,"John Huston",Central,293.84,352
SF-20200,"Sarah Foster",Central,291.85,353
PO-19195,"Phillina Ober",Central,288.06,354
CC-12100,"Chad Cunningham",Central,287.38,355
TN-21040,"Tanja Norvell",Central,286.4,356
HE-14800,"Harold Engle",Central,285.80199999999996,357
JS-15940,"Joni Sundaresam",Central,284.84799999999996,358
MC-17635,"Matthew Clasen",Central,283.20599999999996,359
KB-16600,"Ken Brennan",Central,282.884,360
NF-18475,"Neil FranzÃ¶sisch",Central,281.396,361
MS-17770,"Maxwell Schwartz",Central,279.944,362
GB-14575,"Giulietta Baptist",Central,279.9,363
TR-21325,"Toby Ritter",Central,278.4,364
RB-19705,"Roger Barcio",Central,275.058,365
NP-18700,"Nora Preis",Central,274.096,366
RH-19510,"Rick Huthwaite",Central,273.96,367
MV-18190,"Mike Vittorini",Central,272.42,368
DK-13225,"Dean Katz",Central,270.356,369
EH-14005,"Erica Hernandez",Central,269.68,370
JK-15325,"Jason Klamczynski",Central,269.592,371
ED-13885,"Emily Ducich",Central,268.288,372
AR-10345,"Alex Russell",Central,265.086,373
BF-11170,"Ben Ferrer",Central,260.99199999999996,374
CS-12400,"Christopher Schild",Central,258.756,375
LD-17005,"Lisa DeCherney",Central,257.98,376
DL-13495,"Dionis Lloyd",Central,255.57999999999998,377
EG-13900,"Emily Grady",Central,253.428,378
LS-17230,"Lycoris Saunders",Central,253.34000000000003,379
PG-18895,"Paul Gonzalez",Central,251.166,380
TS-21160,"Theresa Swint",Central,250.48000000000002,381
BN-11515,"Bradley Nguyen",Central,249.92000000000002,382
CC-12430,"Chuck Clark",Central,249.58,383
PS-18970,"Paul Stevenson",Central,249.555,384
TG-21640,"Trudy Glocke",Central,248.82,385
JP-15460,"Jennifer Patt",Central,248.48100000000002,386
BG-11035,"Barry Gonzalez",Central,244.472,387
TB-21625,"Trudy Brown",Central,243.166,388
MH-17440,"Mark Haberlin",Central,241.5,389
CM-12385,"Christopher Martinez",Central,240.368,390
CR-12580,"Clay Rozendal",Central,240.04,391
SW-20245,"Scot Wooten",Central,239.358,392
AB-10060,"Adam Bellavance",Central,235.74,393
KB-16585,"Ken Black",Central,225.68,394
AH-10120,"Adrian Hane",Central,224.56,395
LE-16810,"Laurel Elliston",Central,223.382,396
RD-19720,"Roger Demir",Central,222.976,397
BM-11575,"Brendan Murry",Central,219.636,398
AH-10075,"Adam Hart",Central,217.44,399
GG-14650,"Greg Guthrie",Central,214.71999999999997,400
SR-20425,"Sharelle Roach",Central,212.94,401
SP-20545,"Sibella Parks",Central,212.716,402
TB-21355,"Todd Boyes",Central,209.37600000000003,403
JG-15805,"John Grady",Central,209.168,404
FO-14305,"Frank Olsen",Central,209.04800000000003,405
SC-20800,"Stuart Calhoun",Central,208.696,406
DB-12970,"Darren Budd",Central,203.1212,407
JE-15715,"Joe Elijah",Central,199.05599999999998,408
RC-19960,"Ryan Crowe",Central,197.548,409
MA-17995,"Michelle Arnett",Central,196.33,410
AH-10210,"Alan Hwang",Central,195.96,411
JF-15490,"Jeremy Farry",Central,191.968,412
BE-11455,"Brad Eason",Central,188.32,413
FC-14335,"Fred Chung",Central,186.144,414
KA-16525,"Kelly Andreada",Central,186.048,415
LS-17200,"Luke Schmidt",Central,185.064,416
LC-17140,"Logan Currie",Central,184.24200000000002,417
EB-13705,"Ed Braxton",Central,183.3,418
MS-17980,"Michael Stewart",Central,181.20800000000003,419
OT-18730,"Olvera Toch",Central,180.96,420
AC-10660,"Anna Chung",Central,179.608,421
TS-21610,"Troy Staebel",Central,179.428,422
AA-10375,"Allen Armold",Central,178.37,423
AB-10150,"Aimee Bixby",Central,169.188,424
RD-19480,"Rick Duston",Central,162.39,425
TM-21010,"Tamara Manning",Central,161.01,426
PR-18880,"Patrick Ryan",Central,158.376,427
CG-12520,"Claire Gute",Central,154.88,428
DK-13090,"Dave Kipp",Central,152.754,429
CD-11920,"Carlos Daly",Central,152.51999999999998,430
EH-13990,"Erica Hackney",Central,151.192,431
MO-17500,"Mary O'Rourke",Central,151.02700000000002,432
TB-21520,"Tracy Blumstein",Central,149.80599999999998,433
GH-14665,"Greg Hansen",Central,146.94080000000002,434
Dp-13240,"Dean percer",Central,146.89,435
AZ-10750,"Annie Zypern",Central,146.72,436
MG-17695,"Maureen Gnade",Central,145.504,437
WB-21850,"William Brown",Central,144.792,438
RB-19435,"Richard Bierner",Central,144.574,439
DC-13285,"Debra Catini",Central,144.35999999999999,440
MV-17485,"Mark Van Huff",Central,142.52,441
CW-11905,"Carl Weiss",Central,142.344,442
HP-14815,"Harold Pawlan",Central,141.474,443
CC-12670,"Craig Carreira",Central,139.638,444
TP-21565,"Tracy Poddar",Central,133.92000000000002,445
CM-12445,"Chuck Magee",Central,132.95,446
GM-14500,"Gene McClure",Central,131.476,447
MO-17950,"Michael Oakman",Central,130.288,448
AC-10420,"Alyssa Crouse",Central,127.92,449
EB-13870,"Emily Burns",Central,127.869,450
TB-21250,"Tim Brockman",Central,127.076,451
LO-17170,"Lori Olson",Central,125.97999999999999,452
HD-14785,"Harold Dahlen",Central,122.05199999999999,453
JF-15295,"Jason Fortune-",Central,120.88799999999999,454
HZ-14950,"Henia Zydlo",Central,120.60000000000001,455
JJ-15760,"Joel Jenkins",Central,119.96,456
LW-17215,"Luke Weiss",Central,118.822,457
CB-12415,"Christy Brittain",Central,117.53999999999999,458
ES-14020,"Erica Smith",Central,117.456,459
PW-19030,"Pauline Webber",Central,115.84,460
GT-14755,"Guy Thornton",Central,112.91199999999999,461
EM-13960,"Eric Murdock",Central,111.76,462
CS-12490,"Cindy Schnelling",Central,111.672,463
KB-16315,"Karl Braun",Central,111.65000000000002,464
JD-16015,"Joy Daniels",Central,110.84,465
ON-18715,"Odella Nelson",Central,110.80799999999999,466
CS-12250,"Chris Selesnick",Central,108.49600000000001,467
BP-11095,"Bart Pistole",Central,108.438,468
TD-20995,"Tamara Dahlen",Central,108.18399999999998,469
EN-13780,"Edward Nazzal",Central,107.53200000000001,470
KW-16435,"Katrina Willman",Central,106.56400000000001,471
JL-15235,"Janet Lee",Central,104.91999999999999,472
KN-16705,"Kristina Nunn",Central,100.86,473
PT-19090,"Pete Takahito",Central,100.74799999999999,474
VT-21700,"Valerie Takahito",Central,100.24,475
JL-15505,"Jeremy Lonsdale",Central,99.876,476
SJ-20500,"Shirley Jackson",Central,97.264,477
KH-16510,"Keith Herrera",Central,96.688,478
NM-18520,"Neoma Murray",Central,95.052,479
EB-13840,"Ellis Ballard",Central,94.428,480
EJ-13720,"Ed Jacobs",Central,92.856,481
DD-13570,"Dorothy Dickinson",Central,92.42999999999999,482
PM-19135,"Peter McVee",Central,91.544,483
BT-11440,"Bobby Trafton",Central,91.534,484
SP-20860,"Sung Pak",Central,91.52799999999999,485
CC-12145,"Charles Crestani",Central,89.82,486
CS-12130,"Chad Sievert",Central,88.8,487
EL-13735,"Ed Ludwig",Central,86.62,488
BD-11770,"Bryan Davis",Central,86.352,489
KH-16630,"Ken Heidel",Central,86.26400000000001,490
DW-13540,"Don Weiss",Central,84.608,491
KM-16225,"Kalyca Meade",Central,83.32,492
FA-14230,"Frank Atkinson",Central,80.88,493
PS-19045,"Penelope Sewall",Central,79.36,494
CS-11950,"Carlos Soltero",Central,78.52000000000001,495
ER-13855,"Elpida Rittenbach",Central,77.88,496
SM-20005,"Sally Matthias",Central,77.488,497
DO-13645,"Doug O'Connell",Central,76.64,498
NK-18490,"Neil Knudson",Central,74.352,499
MY-17380,"Maribeth Yedwab",Central,73.67999999999999,500
JF-15415,"Jennifer Ferguson",Central,73.576,501
JF-15355,"Jay Fein",Central,73.56,502
NF-18595,"Nicole Fjeld",Central,73.008,503
AM-10360,"Alice McCarthy",Central,72.6,504
CM-11815,"Candace McMahon",Central,70.304,505
PB-19210,"Phillip Breyer",Central,69.93,506
KN-16390,"Katherine Nockton",Central,68.712,507
JC-16105,"Julie Creighton",Central,67.15,508
FM-14290,"Frank Merwin",Central,65.84,509
SC-20260,"Scott Cohen",Central,65.02799999999999,510
BS-11365,"Bill Shonely",Central,64.59,511
DL-13315,"Delfina Latchford",Central,63.16,512
CC-12610,"Corey Catlett",Central,61.792,513
JJ-15445,"Jennifer Jackson",Central,61.604,514
ND-18370,"Natalie DeCherney",Central,61.486,515
JE-15475,"Jeremy Ellison",Central,60.440000000000005,516
TB-21175,"Thomas Boland",Central,60.416,517
NC-18535,"Nick Crebassa",Central,58.416,518
SS-20140,"Saphhira Shifley",Central,56.28,519
SS-20875,"Sung Shariari",Central,56.144000000000005,520
TT-21265,"Tim Taslimi",Central,54.96,521
HJ-14875,"Heather Jas",Central,53.72,522
TC-21475,"Tony Chapman",Central,53.352000000000004,523
JW-16075,"Julia West",Central,53.088,524
DM-13525,"Don Miller",Central,52.096000000000004,525
LH-17020,"Lisa Hazard",Central,51.184,526
JD-15790,"John Dryer",Central,50.784,527
RF-19840,"Roy FranzÃ¶sisch",Central,49.632,528
BN-11470,"Brad Norvell",Central,49.616,529
KN-16450,"Kean Nguyen",Central,48.632,530
SS-20515,"Shirley Schmidt",Central,47.97,531
PJ-18835,"Patrick Jones",Central,47.263999999999996,532
RM-19375,"Raymond Messe",Central,46.864,533
SS-20590,"Sonia Sunley",Central,46.4,534
SF-20065,"Sandra Flanagan",Central,45.04,535
HF-14995,"Herbert Flentye",Central,43.85,536
